id,name,reactants,products,modifiers
rnR06836,"['ATP:ribose-1,5-bisphosphate phosphotransferase']","[['D-Ribose 1,5-bisphosphate', 'Ribose 1,5-bisphosphate', 'alpha-D-Ribose 1,5-bisphosphate']]","[['5-Phospho-alpha-D-ribose 1-diphosphate', '5-Phosphoribosyl diphosphate', '5-Phosphoribosyl 1-pyrophosphate', 'PRPP']]","[['phnN', 'ribose 1,5-bisphosphokinase']]"
rnR02739,['alpha-D-glucose 6-phosphate ketol-isomerase'],[['alpha-D-Glucose 6-phosphate']],[['beta-D-Glucose 6-phosphate']],"[['GPI, pgi', 'glucose-6-phosphate isomerase']]"
rnR05605,['2-dehydro-3-deoxy-6-phospho-D-gluconate D-glyceraldehyde-3-phosphate-lyase (pyruvate-forming)'],"[['2-Dehydro-3-deoxy-6-phospho-D-gluconate', '6-Phospho-2-dehydro-3-deoxy-D-gluconate', '2-Keto-3-deoxy-6-phosphogluconate', '2-Dehydro-3-deoxy-D-gluconate 6-phosphate']]","[['Pyruvate', 'Pyruvic acid', '2-Oxopropanoate', '2-Oxopropanoic acid', 'Pyroracemic acid'], ['D-Glyceraldehyde 3-phosphate', '(2R)-2-Hydroxy-3-(phosphonooxy)-propanal', 'Glyceraldehyde 3-phosphate']]","[['kdpgA', '2-dehydro-3-deoxy-phosphogluconate/2-dehydro-3-deoxy-6-phosphogalactonate aldolase'], ['eda', '2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase']]"
rnR02750,['ATP:2-deoxy-D-ribose 5-phosphotransferase'],"[['Deoxyribose', '2-Deoxy-D-erythro-pentose', 'Thyminose', '2-Deoxy-D-ribose']]",[['2-Deoxy-D-ribose 5-phosphate']],"[['rbsK, RBKS', 'ribokinase']]"
rnR02749,"['2-deoxy-D-ribose 1-phosphate 1,5-phosphomutase']","[['2-Deoxy-D-ribose 1-phosphate', '2-Deoxy-alpha-D-ribose 1-phosphate']]",[['2-Deoxy-D-ribose 5-phosphate']],"[['deoB', 'phosphopentomutase']]"
rnR01066,['2-deoxy-D-ribose-5-phosphate acetaldehyde-lyase (D-glyceraldehyde-3-phosphate-forming)'],[['2-Deoxy-D-ribose 5-phosphate']],"[['D-Glyceraldehyde 3-phosphate', '(2R)-2-Hydroxy-3-(phosphonooxy)-propanal', 'Glyceraldehyde 3-phosphate']]","[['deoC, DERA', 'deoxyribose-phosphate aldolase']]"
rnR01049,['ATP:D-ribose-5-phosphate diphosphotransferase'],"[['D-Ribose 5-phosphate', 'Ribose 5-phosphate']]","[['5-Phospho-alpha-D-ribose 1-diphosphate', '5-Phosphoribosyl diphosphate', '5-Phosphoribosyl 1-pyrophosphate', 'PRPP']]","[['PRPS, prsA', 'ribose-phosphate pyrophosphokinase']]"
rnR01057,"['D-ribose 1,5-phosphomutase']","[['alpha-D-Ribose 1-phosphate', 'Ribose 1-phosphate', 'D-Ribose 1-phosphate']]","[['D-Ribose 5-phosphate', 'Ribose 5-phosphate']]","[['pgm', 'phosphoglucomutase'], ['deoB', 'phosphopentomutase']]"
rnR01051,['ATP:D-ribose 5-phosphotransferase'],[['D-Ribose']],"[['D-Ribose 5-phosphate', 'Ribose 5-phosphate']]","[['rbsK, RBKS', 'ribokinase']]"
rnR01641,['sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase'],"[['D-Glyceraldehyde 3-phosphate', '(2R)-2-Hydroxy-3-(phosphonooxy)-propanal', 'Glyceraldehyde 3-phosphate'], ['Sedoheptulose 7-phosphate', 'D-Sedoheptulose 7-phosphate', 'D-altro-Heptulose 7-phosphate', 'altro-Heptulose 7-phosphate']]","[['D-Xylulose 5-phosphate'], ['D-Ribose 5-phosphate', 'Ribose 5-phosphate']]","[['E2.2.1.1, tktA, tktB', 'transketolase']]"
rnR01056,['D-ribose-5-phosphate aldose-ketose-isomerase'],"[['D-Ribose 5-phosphate', 'Ribose 5-phosphate']]",[['D-Ribulose 5-phosphate']],"[['rpiA', 'ribose 5-phosphate isomerase A']]"
rnR01529,['D-ribulose-5-phosphate 3-epimerase'],[['D-Ribulose 5-phosphate']],[['D-Xylulose 5-phosphate']],"[['rpe, RPE', 'ribulose-phosphate 3-epimerase']]"
rnR01067,['D-fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase'],"[['D-Fructose 6-phosphate', 'D-Fructose 6-phosphoric acid', 'Neuberg ester'], ['D-Glyceraldehyde 3-phosphate', '(2R)-2-Hydroxy-3-(phosphonooxy)-propanal', 'Glyceraldehyde 3-phosphate']]","[['D-Xylulose 5-phosphate'], ['D-Erythrose 4-phosphate']]","[['E2.2.1.1, tktA, tktB', 'transketolase']]"
