id,name,reactants,products,modifiers
rnR11255,[],[['Cetoniacytone B']],[['Cetoniacytone A']],"[['cetD', 'cetoniacytone B acyltransferase']]"
rnR11254,[],[['2-Keto-5-epi-valiolone']],[['2-Amino-5-epi-valiolone']],"[['cetM', '2-keto-5-epi-valolone aminotransferase']]"
rnR11253,[],[['5-epi-Valiolone']],[['2-Keto-5-epi-valiolone']],"[['cetL', '5-epi-valiolone oxidase']]"
rnR11247,[],"[['NDP-1-epi-valienol 7-phosphate'], ['dTDP-4-amino-4,6-dideoxy-D-glucose', 'dTDP-4-amino-4,6-dideoxy-alpha-D-glucose', 'dTDP-viosamine', 'dTDP-4-amino-4,6-dideoxy-alpha-D-glucopyranose']]",[['dTDP-acarviose-7-phosphate']],"[['acbS', 'glycosyltransferase AcbS']]"
rnR11246,[],"[['1,7-Diphospho-1-epi-valienol']]",[['NDP-1-epi-valienol 7-phosphate']],"[['acbR, vldB', 'valienol-1-phosphate guanylyltransferase']]"
rnR11251,[],"[[""Salbostatin 6'-phosphate""]]",[['Salbostatin']],"[['salE', ""salbostatin 6'-phosphate phosphatase""]]"
rnR11237,[],[['1-epi-Valienol 1-phosphate']],[['NDP-1-epi-valienol']],"[['acbR, vldB', 'valienol-1-phosphate guanylyltransferase']]"
rnR11249,[],[['1-epi-Valienol 7-phosphate']],[['1-epi-Valienol 1-phosphate']],"[['salP', 'putative phosphohexomutase / phosphatase']]"
rnR11244,[],[['5-epi-Valiolol 7-phosphate']],[['1-epi-Valienol 7-phosphate']],"[['acbN', 'cyclitol oxidoreductase']]"
rnR11243,[],[['5-epi-Valiolone 7-phosphate']],[['5-epi-Valiolol 7-phosphate']],"[['acbL', '2-epi-valiolone-7-phosphate 1-reductase']]"
rnR11081,['2-epi-5-epi-valiolone-7-phosphate 2-epimerase'],[['2-epi-5-epi-Valiolone 7-phosphate']],[['5-epi-Valiolone 7-phosphate']],"[['acbO', '2-epi-5-epi-valiolone 7-phosphate 2-epimerase']]"
rnR11185,['ATP:2-epi-5-epi-valiolone 7-phosphotransferase'],"[['2-epi-5-epi-Valiolone', '(2S,3S,4S,5R)-2,3,4,5-Tetrahydroxy-5-(hydroxymethyl)cyclohexan-1-one']]",[['2-epi-5-epi-Valiolone 7-phosphate']],"[['acbM', '2-epi-5-epi-valiolone 7-kinase']]"
rnR11241,[],[['Validoxylamine A']],"[['Validamycin A', 'Validacin', 'Validamycin', 'Valimon']]","[['valG', 'validoxylamine A glucosyltransferase']]"
rnR11240,[],"[[""Validoxylamine A 7'-phosphate""]]",[['Validoxylamine A']],"[['vldH', ""validoxylamine A 7'-phosphate phosphatase""]]"
rnR11497,['GDP-valienol:validamine 7-phosphate valienyltransferase'],"[['Validamine 7-phosphate'], ['GDP-valienol']]","[[""Validoxylamine A 7'-phosphate""]]","[['valL, salC', 'validamine 7-phosphate valienyltransferase']]"
rnR11238,[],[['Validone 7-phosphate']],[['Validamine 7-phosphate']],"[['valM', 'validone 7-phosphate aminotransferase']]"
rnR11236,[],[['Valienone 7-phosphate']],[['Validone 7-phosphate']],"[['valN', 'cyclitol reductase']]"
rnR11234,['ATP:valienone 7-phosphotransferase'],[['Valienone']],[['Valienone 7-phosphate']],"[['valC', 'C7-cyclitol 7-kinase']]"
rnR11233,[],[['5-epi-Valiolone']],[['Valienone']],"[['valK', '5-epi-valiolone dehydratase']]"
rnR11079,['2-epi-5-epi-valiolone 2-epimerase'],"[['2-epi-5-epi-Valiolone', '(2S,3S,4S,5R)-2,3,4,5-Tetrahydroxy-5-(hydroxymethyl)cyclohexan-1-one']]",[['5-epi-Valiolone']],"[['cetB, valD', '2-epi-5-epi-valiolone epimerase']]"
rnR10937,"['alpha-D-sedoheptulopyranose-7-phosphate phosphate-lyase (cyclizing, 2-epi-5-epi-valiolone-forming)']",[['alpha-D-Sedoheptulopyranose 7-phosphate']],"[['2-epi-5-epi-Valiolone', '(2S,3S,4S,5R)-2,3,4,5-Tetrahydroxy-5-(hydroxymethyl)cyclohexan-1-one']]","[['acbC, salQ, valA, cetA', '2-epi-5-epi-valiolone synthase']]"
rnR11250,[],[['NDP-1-epi-valienol']],"[[""Salbostatin 6'-phosphate""]]","[['valL, salC', 'validamine 7-phosphate valienyltransferase']]"
rnR11245,[],[['1-epi-Valienol 7-phosphate']],"[['1,7-Diphospho-1-epi-valienol']]","[['acbU', '1-epi-valienol-7-phosphate kinase']]"
rnR02328,['dTTP:alpha-D-glucose-1-phosphate thymidylyltransferase'],"[['D-Glucose 1-phosphate', 'alpha-D-Glucose 1-phosphate', 'Cori ester', 'D-Glucose alpha-1-phosphate']]","[['dTDP-glucose', 'dTDP-D-glucose', 'dTDP-alpha-D-glucose']]","[['rfbA, rmlA, rffH', 'glucose-1-phosphate thymidylyltransferase']]"
rnR06513,"['dTDPglucose 4,6-hydro-lyase']","[['dTDP-glucose', 'dTDP-D-glucose', 'dTDP-alpha-D-glucose']]","[['dTDP-4-oxo-6-deoxy-D-glucose', 'dTDP-4-dehydro-6-deoxy-D-glucose', 'dTDP-4-dehydro-6-deoxy-alpha-D-glucose', 'dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose', 'dTDP-4-oxo-6-deoxy-alpha-D-glucose', 'dTDP-4-dehydro-6-deoxy-alpha-D-galactose', 'dTDP-4-dehydro-6-deoxy-D-galactose', 'dTDP-6-deoxy-D-xylo-hexos-4-ulose', 'dTDP-6-deoxy-D-xylo-4-hexulose', '4,6-Dideoxy-4-oxo-dTDP-D-glucose']]","[['rfbB, rmlB, rffG', 'dTDP-glucose 4,6-dehydratase']]"
rnR02773,"['dTDP-4-amino-4,6-dideoxy-D-glucose:2-oxoglutarate aminotransferase']","[['dTDP-4-oxo-6-deoxy-D-glucose', 'dTDP-4-dehydro-6-deoxy-D-glucose', 'dTDP-4-dehydro-6-deoxy-alpha-D-glucose', 'dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose', 'dTDP-4-oxo-6-deoxy-alpha-D-glucose', 'dTDP-4-dehydro-6-deoxy-alpha-D-galactose', 'dTDP-4-dehydro-6-deoxy-D-galactose', 'dTDP-6-deoxy-D-xylo-hexos-4-ulose', 'dTDP-6-deoxy-D-xylo-4-hexulose', '4,6-Dideoxy-4-oxo-dTDP-D-glucose']]","[['dTDP-4-amino-4,6-dideoxy-D-glucose', 'dTDP-4-amino-4,6-dideoxy-alpha-D-glucose', 'dTDP-viosamine', 'dTDP-4-amino-4,6-dideoxy-alpha-D-glucopyranose']]","[['acbV', 'dTDP-4-amino-4,6-dideoxy-D-glucose transaminase']]"
rnR11184,['ATP:acarbose 7IV-phosphotransferase'],[['Acarbose']],"[['Acarbose 7IV-phosphate', 'Acarbose 7-phosphate']]","[['acbK', 'acarbose 7IV-phosphotransferase']]"
rnR11340,"[""validamycin-A,2-oxoglutarate:oxygen oxidoreductase (6'-hydroxylating)""]","[['Validamycin A', 'Validacin', 'Validamycin', 'Valimon']]",[['Validamycin B']],"[['vldW', 'validamycin A dioxygenase']]"
rnR11402,['GTP:valienol-1-phosphate guanylyltransferase'],[['Valienol 1-phosphate']],[['GDP-valienol']],"[['acbR, vldB', 'valienol-1-phosphate guanylyltransferase']]"
