id,name,reactants,products,modifiers
rnR05803,['ATP:1-phosphatidyl-1D-myo-inositol-5-phosphate 4-phosphotransferase'],"[['1-Phosphatidyl-1D-myo-inositol 5-phosphate', ""1,2-Diacyl-sn-glycero-3-phospho-(1'-myo-inositol-5'-phosphate)""]]","[['1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate', '1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate', 'Phosphatidyl-myo-inositol 4,5-bisphosphate', 'Phosphatidylinositol-4,5-bisphosphate', ""1,2-Diacyl-sn-glycero-3-phospho-(1'-myo-inositol-4',5'-bisphosphate)""]]","[['PIP4K2', '1-phosphatidylinositol-5-phosphate 4-kinase']]"
rnR04404,"['phosphatidyl-myo-inositol-4,5-bisphosphate 4-phosphohydrolase']","[['1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate', '1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate', 'Phosphatidyl-myo-inositol 4,5-bisphosphate', 'Phosphatidylinositol-4,5-bisphosphate', ""1,2-Diacyl-sn-glycero-3-phospho-(1'-myo-inositol-4',5'-bisphosphate)""]]","[['1-Phosphatidyl-1D-myo-inositol 4-phosphate', 'Phosphatidylinositol 4-phosphate', ""1,2-Diacyl-sn-glycero-3-phospho-(1'-myo-inositol-4'-phosphate)""]]","[['INPP5B_F', 'inositol polyphosphate 5-phosphatase INPP5B/F']]"
rnR05800,"['ATP:1D-myo-inositol-1,4,5-trisphosphate 6-phosphotransferase']","[['D-myo-Inositol 1,4,5-trisphosphate', '1D-myo-Inositol 1,4,5-trisphosphate', 'Inositol 1,4,5-trisphosphate', 'Ins(1,4,5)P3']]","[['1D-myo-Inositol 1,4,5,6-tetrakisphosphate', 'D-myo-Inositol 1,4,5,6-tetrakisphosphate', 'Inositol 1,4,5,6-tetrakisphosphate']]","[['IPMK, IPK2', 'inositol-polyphosphate multikinase']]"
rnR05801,"['ATP:1D-myo-inositol-1,4,5,6-tetrakisphosphate 3-phosphotransferase']","[['1D-myo-Inositol 1,4,5,6-tetrakisphosphate', 'D-myo-Inositol 1,4,5,6-tetrakisphosphate', 'Inositol 1,4,5,6-tetrakisphosphate']]","[['1D-myo-Inositol 1,3,4,5,6-pentakisphosphate', 'D-myo-Inositol 1,3,4,5,6-pentakisphosphate', 'Inositol 1,3,4,5,6-pentakisphosphate']]","[['IPMK, IPK2', 'inositol-polyphosphate multikinase']]"
rnR04513,"['phosphatidylinositol-3,4,5-trisphosphate 3-phosphohydrolase']","[['Phosphatidylinositol-3,4,5-trisphosphate', '1-Phosphatidyl-1D-myo-inositol 3,4,5-trisphosphate', ""1,2-Diacyl-sn-glycero-3-phospho-(1'-myo-inositol-3',4',5'-bisphosphate)""]]","[['1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate', '1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate', 'Phosphatidyl-myo-inositol 4,5-bisphosphate', 'Phosphatidylinositol-4,5-bisphosphate', ""1,2-Diacyl-sn-glycero-3-phospho-(1'-myo-inositol-4',5'-bisphosphate)""]]","[['PTEN', 'phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN']]"
rnR03434,"['D-myo-inositol 1,3,4,5-tetrakisphosphate 3-phosphohydrolase']","[['1D-myo-Inositol 1,3,4,5-tetrakisphosphate', 'D-myo-Inositol 1,3,4,5-tetrakisphosphate', 'Inositol 1,3,4,5-tetrakisphosphate']]","[['D-myo-Inositol 1,4,5-trisphosphate', '1D-myo-Inositol 1,4,5-trisphosphate', 'Inositol 1,4,5-trisphosphate', 'Ins(1,4,5)P3']]","[['MINPP1', 'multiple inositol-polyphosphate phosphatase / 2,3-bisphosphoglycerate 3-phosphatase']]"
rnR03430,"['D-myo-inositol 1,3,4,5-tetrakisphosphate 5-phosphohydrolase']","[['1D-myo-Inositol 1,3,4,5-tetrakisphosphate', 'D-myo-Inositol 1,3,4,5-tetrakisphosphate', 'Inositol 1,3,4,5-tetrakisphosphate']]","[['1D-myo-Inositol 1,3,4-trisphosphate', 'D-myo-Inositol 1,3,4-trisphosphate', 'Inositol 1,3,4-trisphosphate']]","[['INPP5A', 'inositol polyphosphate 5-phosphatase INPP5A']]"
rnR03433,"['ATP:1D-myo-inositol-1,4,5-trisphosphate 3-phosphotransferase']","[['D-myo-Inositol 1,4,5-trisphosphate', '1D-myo-Inositol 1,4,5-trisphosphate', 'Inositol 1,4,5-trisphosphate', 'Ins(1,4,5)P3']]","[['1D-myo-Inositol 1,3,4,5-tetrakisphosphate', 'D-myo-Inositol 1,3,4,5-tetrakisphosphate', 'Inositol 1,3,4,5-tetrakisphosphate']]","[['ITPK', '1D-myo-inositol-triphosphate 3-kinase']]"
rnR03428,"['ATP:1D-myo-inositol-1,3,4-trisphosphate 5-phosphotransferase']","[['1D-myo-Inositol 1,3,4-trisphosphate', 'D-myo-Inositol 1,3,4-trisphosphate', 'Inositol 1,3,4-trisphosphate']]","[['1D-myo-Inositol 1,3,4,5-tetrakisphosphate', 'D-myo-Inositol 1,3,4,5-tetrakisphosphate', 'Inositol 1,3,4,5-tetrakisphosphate']]","[['ITPK1', 'inositol-1,3,4-trisphosphate 5/6-kinase / inositol-tetrakisphosphate 1-kinase']]"
rnR03371,['myo-inositol-hexakisphosphate 3-phosphohydrolase'],"[['Phytic acid', 'Phytate', 'myo-Inositol hexakisphosphate', '1D-myo-Inositol 1,2,3,4,5,6-hexakisphosphate', 'D-myo-Inositol 1,2,3,4,5,6-hexakisphosphate', 'myo-Inositol 1,2,3,4,5,6-hexakisphosphate', 'Inositol 1,2,3,4,5,6-hexakisphosphate', '1D-myo-Inositol hexakisphosphate']]","[['D-myo-Inositol 1,2,4,5,6-pentakisphosphate', '1D-myo-Inositol 1,2,4,5,6-pentakisphosphate', 'myo-Inositol 1,2,4,5,6-pentakisphosphate', 'Inositol 1,2,4,5,6-pentakisphosphate']]","[['E3.1.3.8', '3-phytase']]"
